SAMPLE_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH_m,DIVISION,DISTRICT,THANA,UNION,MOUZA,As_ugL,Al_mgL,B__mgL,Ba_mgL,Ca_mgL,Co_mgL,Cr_mgL,Cu_mgL,Fe_mgL,K__mgL,Li_mgL,Mg_mgL,Mn_mgL,Na_mgL,P__mgL,Si_mgL,SO4_mgL,Sr_mgL,V__mgL,Zn_mgL
S98_02524,23.659,88.62,1979,STW,39,Khulna,Meherpur,Meherpur Sadar,Paurashava W07,Meherpur,72,0.04,0.05,0.196,122,0.008,0.02,0.008,3.92,3.6,0.003,48.5,0.639,22.5,0.8,12.7,0.6,0.49,0.006,0.021
S98_02525,23.476,89.146,1996,Tara,47,Khulna,Jhenaidah,Jhenaidah Sadar,Maharajpur,Bishykhali,6,0.04,0.03,0.038,87,0.008,0.02,0.008,0.056,1.2,0.003,33.8,1.15,20.3,0.4,20.3,0.2,0.409,0.006,0.029
S98_02526,23.93,89.083,1994,Tara,37,Khulna,Kushtia,Kushtia Sadar,Barakhada,Barakhada,6,0.04,0.05,0.11,112,0.008,0.02,0.008,0.059,2.1,0.006,24.7,0.887,27.6,0.2,17.9,0.2,0.385,0.006,0.014
S98_02527,22.35,90.579,1992,DTW,283,Barisal,Patuakhali,Dashmina,Baharampur,Baharampur,6,0.04,0.19,0.049,19.1,0.008,0.02,0.008,0.134,3.8,0.003,11.9,0.036,128,0.7,10.5,0.3,0.21,0.006,0.008
S98_02528,22.97,90.159,1995,DTW,237,Barisal,Barisal,Agailjhara,Bakal,Manasi phulasri,6,0.04,0.6,0.069,16.8,0.008,0.02,0.008,0.297,3,0.008,7.46,0.049,303,0.6,13.5,0.2,0.127,0.006,0.011
S98_02529,22.414,90.566,1994,DTW,322,Barisal,Patuakhali,Bauphal,Daspara,Daspara,6,0.04,0.26,0.007,6.3,0.008,0.02,0.008,0.105,2.6,0.004,3.94,0.027,153,0.6,8.85,0.2,0.0738,0.006,0.008
S98_02530,22.358,90.342,1998,HTW,17,Barisal,Patuakhali,Patuakhali Sadar,Paurashava w03,Thanapara,6,0.09,0.92,0.202,168,0.008,0.02,0.029,4.67,42.5,0.011,260,0.255,2640,4,16.8,339,1.49,0.011,0.044
S98_02531,22.041,89.972,1997,STW,12,Barisal,Barguna,Patharghata,Patharghata,Patharghata,11,0.04,1.06,0.029,21.2,0.008,0.02,0.008,1.66,20.9,0.007,20.3,0.123,561,3.9,14.8,225,0.157,0.006,0.039
S98_02532,22.626,90.061,1990,DTW,256,Barisal,Pirojpur,Kawkhali,Kawkhali,Uzialkhan,6,0.04,0.97,0.069,15.3,0.008,0.02,0.008,0.194,3.1,0.006,6.94,0.021,370,0.3,9.28,2.6,0.166,0.006,0.008
S98_02533,22.359,90.216,1995,DTW,299,Barisal,Patuakhali,Mirzaganj,Deuli SubidkhaIi,Pas. Subidkhali,6,0.04,0.54,0.018,5.94,0.008,0.02,0.008,0.08,3.3,0.004,4.62,0.016,258,0.9,8.73,0.5,0.0712,0.006,0.008
S98_02534,21.951,90.183,1990,DTW,299,Barisal,Patuakhali,Kalapara,Nilganj,Pakhimara,6,0.04,1.04,0.015,4.36,0.008,0.02,0.008,0.122,3.3,0.005,3.66,0.01,341,1.4,8.88,1.5,0.0512,0.006,0.008
S98_02535,21.982,90.088,1980,DTW,306,Barisal,Barguna,Amtali,Barabagi,Barabagi,6,0.04,1.24,0.019,5.32,0.008,0.02,0.008,0.176,3.8,0.003,4.87,0.011,427,2.1,8.62,0.9,0.073,0.006,0.008
S98_02536,22.416,90.166,1995,DTW,289,Barisal,Barguna,Betagi,Betagi,Betagi,6,0.04,0.55,0.076,17.1,0.008,0.02,0.008,0.189,6.5,0.006,15,0.067,479,0.6,9,0.2,0.217,0.006,0.008
S98_02537,23.076,90.436,1978,STW,35,Dhaka,Shariatpur,Gosairhat,Idilpur,Dhipur,248,0.04,0.28,0.042,36.4,0.008,0.02,0.008,1.2,8.5,0.004,30.2,0.133,100,1.6,15.1,0.5,0.235,0.006,0.011
S98_02538,22.257,90.416,1996,DTW,300,Barisal,Patuakhali,Galachipa,Chiknikandi,Khadijoar,6,0.04,0.31,0.022,6.01,0.008,0.02,0.008,0.078,2.2,0.004,2.94,0.01,167,0.5,9.39,1.9,0.0807,0.006,0.011
S98_02539,22.172,90.092,1995,DTW,302,Barisal,Barguna,Barguna Sadar,Badarkhali,Kumrakhali,6,0.04,0.64,0.015,5.09,0.008,0.02,0.008,0.318,3.2,0.004,3.83,0.012,263,1.7,8.85,1,0.0623,0.006,0.008
S98_02540,22.308,90.096,1984,DTW,285,Barisal,Barguna,Bamna,Bamna,Shafipur,6,0.04,0.71,0.027,4.96,0.008,0.02,0.008,0.142,3.6,0.003,4.5,0.012,279,1.5,8.57,1.2,0.0626,0.006,0.008
S98_02541,22.488,90.067,1996,STW,22,Barisal,Pirojpur,Bhandaria,Bhandaria,Lakshmipura,6,0.04,0.13,0.064,43.4,0.008,0.02,0.008,0.971,12.5,0.003,30,0.149,120,0.4,19,0.8,0.256,0.006,0.014
S98_02542,22.516,89.996,1994,STW,15,Barisal,Pirojpur,Indurkani,Parerhat,Hognabunia,6,0.06,0.55,0.128,72.2,0.008,0.02,0.008,5.4,21,0.013,93.4,0.086,880,5.2,28.9,2.2,0.583,0.008,0.02
S98_02543,22.568,90.148,1979,STW,12,Barisal,Jhalakati,Rajapur,Rajapur,Rajapur,17,0.04,0.24,0.025,35,0.008,0.02,0.008,0.985,10.2,0.005,35.7,0.068,295,3.7,23.6,0.6,0.257,0.006,0.015
S98_02544,22.647,90.231,1996,STW,15,Barisal,Jhalakati,Nalchity,Nathullabad,Lakshankati,16,0.19,0.14,0.07,47.3,0.008,0.02,0.008,4.59,7.5,0.003,30.6,0.366,89.6,3,25.9,0.5,0.252,0.006,0.011
S98_02545,22.639,90.18,1992,DTW,306,Barisal,Jhalakati,Jhalakati Sadar,Gabkhan Dhansiri,Gabkhan,7,0.04,0.7,0.046,11.9,0.008,0.02,0.008,0.195,3.1,0.007,6.04,0.019,314,0.7,9.8,1.6,0.131,0.006,0.008
S98_02546,22.402,90.127,1995,STW,13,Barisal,Jhalakati,Kathalia,Kathalia,Kathalia,6,0.06,0.58,0.032,6.89,0.008,0.02,0.008,0.43,5.8,0.003,5.23,0.039,339,7.1,14.6,3.6,0.046,0.009,0.008
S98_02547,23.138,90.444,1984,STW,63,Dhaka,Shariatpur,Damudya,Damudya,Dahshin Damudya,77,0.04,0.21,0.188,44.9,0.008,0.02,0.008,2.31,13.8,0.007,53.6,0.122,321,4.3,29.9,0.9,0.389,0.006,0.022
S98_02548,23.229,90.533,1995,STW,27,Dhaka,Shariatpur,Bhedarganj,Sakhipura,Char Sakipura,30,0.04,0.04,0.113,119,0.008,0.02,0.008,0.516,4.5,0.003,26.6,0.658,12.4,0.3,15.9,8,0.395,0.006,0.01
S98_02549,23.2,90.469,1993,STW,33,Dhaka,Shariatpur,Bhedarganj,Rambhadrapur,Koraltali,49,0.04,0.01,0.09,86.4,0.008,0.02,0.008,0.992,5.1,0.003,15.9,0.895,5.1,0.4,12.7,7.8,0.28,0.006,0.018
S98_02550,23.301,90.409,1989,STW,39,Dhaka,Shariatpur,Naria,Naria,Naria,275,0.04,0.04,0.13,86.8,0.008,0.02,0.008,4.66,5.8,0.003,27.4,1.69,36.8,1.5,19.8,0.6,0.351,0.006,0.017
S98_02551,22.906,89.899,1995,STW,14,Dhaka,Gopalganj,Tungipara,Patgati,Tungipara,22,0.04,0.04,0.332,210,0.008,0.02,0.008,9.04,6.6,0.004,59.1,0.306,61.3,1.8,22.6,17.2,0.711,0.006,0.015
S98_02552,23.144,89.763,1990,STW,39,Dhaka,Gopalganj,Kashiani,Fukura,Fukura,76,0.04,0.02,0.199,101,0.008,0.02,0.008,17,3.3,0.004,15.4,0.177,12.5,1,20.6,1.5,0.252,0.006,0.012
S98_02553,23.186,90.339,1988,DTW,246,Dhaka,Shariatpur,Palong,Paurashava W03,Dharuka,6,0.04,0.23,0.467,218,0.008,0.02,0.008,2.04,8.2,0.026,130,0.196,580,0.4,17.2,9.9,1.46,0.007,0.011
S98_02554,22.987,90.006,1990,STW,29,Dhaka,Gopalganj,Kotalipara,Ghagor,Mokshakotali,193,0.04,0.07,0.144,97.9,0.008,0.02,0.008,4.29,3.6,0.003,26.6,0.058,66.3,1.2,16.6,0.4,0.329,0.006,0.009
S98_02555,23.317,89.871,1998,DTW,281,Dhaka,Gopalganj,Muksudpur,Tengrakhola,Gopinathpur,6,0.04,0.1,0.941,264,0.008,0.02,0.008,1.52,10.1,0.03,134,0.126,609,0.3,16.8,11.1,2.03,0.006,0.009
S98_02556,23.298,89.701,1993,STW,58,Dhaka,Faridpur,Alfadanga,Buraich,Buraich,203,0.04,0.05,0.104,89,0.008,0.02,0.008,3.18,5.6,0.003,45.4,0.139,22.3,2,19.2,0.2,0.496,0.006,0.01
S98_02557,23.327,89.71,1997,STW,20,Dhaka,Faridpur,Boalmari,Shekhar,Maitkumra,74,0.04,0.02,0.239,118,0.008,0.02,0.008,10.9,1.9,0.003,22.3,0.475,12.6,1.1,14.8,0.2,0.301,0.006,0.011
S98_02558,23.387,89.984,1997,STW,82,Dhaka,Faridpur,Bhanga,Bhanga,Hasamdia,238,0.04,0.1,0.245,80.1,0.008,0.02,0.008,3.97,11.5,0.005,64.6,0.079,133,2.3,15.6,0.2,0.536,0.006,0.008
S98_02559,23.698,89.719,1978,STW,29,Dhaka,Rajbari,Rajbari Sadar,Kharkharapur,C.Kharkharapur,161,0.04,0.03,0.164,117,0.008,0.02,0.008,6.73,4.9,0.003,34,1.32,18.1,0.6,16.4,0.2,0.404,0.006,0.01
S98_02560,23.331,90.324,1984,STW,21,Dhaka,Shariatpur,Zanjira,Zanjira,Hariasa,72,0.04,0.02,0.088,94.4,0.008,0.02,0.008,0.958,3.9,0.003,17.2,0.852,14.6,0.8,13.1,17.4,0.302,0.006,0.016
S98_02561,22.994,89.816,1980,STW,22,Dhaka,Gopalganj,Gopalganj Sadar,Paurashava W03,Court bankpara,188,0.04,0.03,0.108,121,0.008,0.02,0.008,3.93,4.1,0.003,26,1.21,21.6,0.5,14,3.5,0.421,0.006,0.009
S98_02562,23.472,90.029,1978,STW,38,Dhaka,Faridpur,Sadarpur,Sadarpur,Satararashi,272,0.04,0.04,0.314,120,0.008,0.02,0.008,3.86,6.8,0.005,47,0.161,32.5,1.1,17.2,1.1,0.584,0.006,0.008
S98_02563,23.795,89.421,1994,STW,56,Dhaka,Rajbari,Pangsha,Pangsha,Narayanpur,8,0.04,0.02,0.084,157,0.008,0.02,0.008,0.158,2.3,0.01,38.8,1.53,34.4,0.2,18,20.4,0.68,0.006,0.008
S98_02564,23.481,89.498,1974,STW,58,Dhaka,Faridpur,Madhukhali,Kamarkhali,Char Pukhuria,61,0.04,0.03,0.243,153,0.008,0.02,0.008,2.07,4.1,0.004,26.8,0.635,14,0.9,16,5.1,0.393,0.006,0.023
S98_02565,23.419,89.897,1978,STW,34,Dhaka,Faridpur,Nagarkanda,Nagarkanda,Goagjagdia,188,0.04,0.03,0.158,170,0.008,0.02,0.008,3.98,5.2,0.003,32.7,0.918,37.3,1.7,16.6,90.7,0.537,0.006,0.048
S98_02566,23.554,89.934,1996,STW,26,Dhaka,Faridpur,Char Bhadrasan,Gazirtek,Char Ajdoya,220,0.04,0.04,0.17,165,0.008,0.02,0.008,3.02,5.3,0.003,37.9,1.58,15.2,0.2,13.7,0.5,0.603,0.006,0.008
S98_02567,22.808,90.306,1965,DTW,253,Barisal,Barisal,Babuganj,Rahmatpur,Khapura,6,0.04,0.69,0.044,11.3,0.008,0.02,0.008,0.126,2.4,0.007,5.13,0.04,390,0.5,10.5,0.2,0.128,0.006,0.071
S98_02568,24.82,88.225,1988,Tara,39,Rajshahi,Nawabganj,Bholahat,Jambaria,Chata jambaria,6,0.04,0.03,0.115,114,0.008,0.02,0.008,0.044,2.7,0.012,31.3,0.581,38.8,0.3,17.1,0.6,0.408,0.006,0.01
S98_02569,24.821,88.144,1994,STW,33,Rajshahi,Nawabganj,Shibganj (N),Shahbazpur,Pirozpur,6,0.04,0.02,0.043,105,0.008,0.02,0.008,0.083,1.2,0.007,31.4,0.973,35.1,0.2,15.4,6.5,0.342,0.006,0.01
S98_02570,24.688,88.45,1994,Tara,45,Rajshahi,Nawabganj,Nachole,Nizampur,Bakail,6,0.04,0.06,0.06,74.8,0.008,0.02,0.008,0.822,1,0.004,20.6,0.016,53.7,0.2,19.7,0.6,0.313,0.006,0.489
S98_02571,24.755,88.304,1990,STW,31,Rajshahi,Nawabganj,Gomastapur,Gomastapur,Chak pustum,6,0.04,0.02,0.05,49.1,0.008,0.02,0.008,0.166,0.8,0.007,10.5,0.179,43.4,0.2,23.9,11,0.242,0.006,0.009
S98_02572,24.468,88.322,1996,Tara,32,Rajshahi,Rajshahi,Godagari,Paurashava,Bhagabantapur,6,0.04,0.01,0.039,64,0.008,0.02,0.008,0.04,0.9,0.009,12.5,0.057,41.2,0.2,22.4,15.9,0.288,0.006,0.022
S98_02573,24.553,88.583,1982,STW,30,Rajshahi,Rajshahi,Tanore,Saranjai,Burag,6,0.04,0.01,0.009,11.4,0.008,0.02,0.008,0.087,0.6,0.003,5.65,0.231,22,0.3,23.8,1.4,0.067,0.006,0.008
S98_02574,24.361,88.706,1993,STW,32,Rajshahi,Rajshahi,Puthia,Belpukuna,Bhangra,21,0.04,0.02,0.207,132,0.008,0.02,0.008,2.22,6.6,0.004,26.6,0.805,16.7,0.7,14.9,0.9,0.251,0.006,0.008
S98_02575,24.511,88.625,1992,Tara,38,Rajshahi,Rajshahi,Mohanpur,Maugachhi,Maugachhi,6,0.04,0.01,0.028,76.7,0.008,0.02,0.008,0.016,1.1,0.003,21.7,1.42,26.7,0.3,14.6,0.2,0.329,0.006,0.008
S98_02576,24.367,88.687,1996,STW,33,Rajshahi,Rajshahi,Paba,Harian,Emadpur,6,0.04,0.01,0.041,93.4,0.008,0.02,0.008,0.023,1.6,0.003,21,0.51,21.3,0.2,17.4,1.5,0.221,0.006,0.008
S98_02577,24.299,88.966,1985,STW,36,Rajshahi,Natore,Bagatipara,Bagatipara,Parabaria,6,0.04,0.02,0.057,119,0.008,0.02,0.008,0.039,1,0.004,29.3,1.9,26.8,0.2,16.9,5.7,0.339,0.007,0.051
S98_02578,24.202,88.999,1985,STW,41,Rajshahi,Natore,Lalpur,Gopalpur,Baidynathpur,6,0.04,0.01,0.032,85,0.008,0.02,0.008,0.079,1.1,0.004,21.7,0.996,28.7,0.2,19.2,3.3,0.373,0.006,0.016
S98_02579,24.319,89.192,1992,STW,39,Rajshahi,Natore,Baraigram,Baraigram,Manikpur,6,0.04,0.01,0.057,101,0.008,0.02,0.008,0.126,1,0.005,24.6,0.482,26.8,0.2,16.5,51.8,0.238,0.006,0.01
S98_02580,24.368,89.237,1995,Tara,36,Rajshahi,Natore,Gurudaspur,Paurashava,Khamarnaskoir,6,0.04,0.01,0.062,80.8,0.008,0.02,0.008,0.129,1.6,0.022,24.6,0.539,35.9,0.2,23.6,21.2,0.306,0.006,0.056
S98_02581,24.37,89.054,1975,STW,34,Rajshahi,Natore,Natore Sadar,Lakshmipur khol.,Hybatpur,6,0.04,0.01,0.052,129,0.008,0.02,0.008,0.029,1.2,0.004,32,0.642,35.8,0.3,19.4,46.7,0.48,0.006,0.009
S98_02582,24.225,89.296,1991,Tara,42,Rajshahi,Pabna,Chatmohar,Chatmohar,Chatmohar,6,0.04,0.02,0.062,99.4,0.008,0.02,0.008,0.098,2.7,0.008,30.7,0.779,24,0.2,17.6,11.4,0.426,0.006,0.026
S98_02583,24.087,89.227,1989,Tara,14,Rajshahi,Pabna,Atgharia,Debottar,Debottar,6,0.04,0.02,0.049,84.6,0.008,0.02,0.008,0.207,1.7,0.01,26.8,0.273,29.8,0.2,18.7,3.6,0.353,0.006,0.026
S98_02584,24.072,89.626,1995,Tara,26,Rajshahi,Pabna,Bera,Paurashava,Hatigara,10,0.04,0.02,0.089,70.4,0.008,0.02,0.008,5.19,1.9,0.003,25.8,0.352,14.1,1.2,17.1,3.5,0.155,0.006,0.018
S98_02585,24.159,89.448,1989,Tara,39,Rajshahi,Pabna,Faridpur,Banwarinagar,Khalisadaha,6,0.07,0.03,0.044,62.4,0.008,0.02,0.008,0.244,1.8,0.003,25.4,0.277,36.8,0.2,20.4,5.6,0.269,0.006,0.022
S98_02586,24.218,89.396,1996,Tara,39,Rajshahi,Pabna,Bhangura,Bhangura,Chaubaria,6,0.04,0.02,0.046,75.2,0.008,0.02,0.008,0.045,1.4,0.013,26.2,0.529,32.5,0.2,20.2,8.4,0.326,0.008,0.019
S98_02587,24.028,89.251,1975,STW,31,Rajshahi,Pabna,Pabna Sadar,Malanchi,Singa,6,0.06,0.03,0.063,116,0.008,0.02,0.008,0.218,0.9,0.005,30.4,0.359,50.9,0.2,17.2,1.9,0.411,0.006,0.019
S98_02588,24.16,89.026,1995,STW,24,Rajshahi,Pabna,Ishwardi,Sara,Alambaria,9,0.04,0.02,0.097,130,0.008,0.02,0.008,0.61,1.2,0.003,34.8,1.1,31.1,0.2,12.1,9.2,0.43,0.006,0.008
S98_02589,23.614,91.102,1984,DTW,125,Chittagong,Comilla,Brahmanpara,Brahmanpara,Prahmanpara,6,0.04,0.08,0.049,17,0.008,0.02,0.008,1.98,2,0.009,9.09,0.132,186,0.3,25.8,0.2,0.131,0.006,0.041
S98_02590,23.536,90.716,1989,STW,25,Chittagong,Comilla,Daudkandi,D. Daudkandi,D. Daudkandi,411,0.04,0.08,0.066,60.3,0.008,0.02,0.008,5.37,7,0.003,27.7,0.182,57.1,1.8,17,0.3,0.331,0.006,0.008
S98_02591,23.489,91.007,1984,DTW,125,Chittagong,Comilla,Chandina,Pasc. Chandina,Casc. Chandina,118,0.04,0.14,0.013,21.4,0.008,0.02,0.008,0.471,4,0.006,13.3,0.333,159,1.5,20.8,2.7,0.169,0.006,0.009
S98_02592,23.713,90.878,1987,STW,24,Chittagong,Comilla,Muradnagar,U. Ramchandrapur,B. Ramchandrapur,278,0.04,0.06,0.044,39.9,0.008,0.02,0.008,5.29,6.6,0.003,20.2,0.292,30.9,1.2,21.1,0.3,0.246,0.006,0.01
S98_02593,23.18,91.244,1993,STW,23,Chittagong,Comilla,Nangalkot,Roykot,Joykot,64,0.04,0.01,0.007,17.2,0.008,0.02,0.008,5.2,2.7,0.006,11.2,1.46,10.2,0.3,25.5,1.9,0.0615,0.006,0.011
S98_02594,23.207,90.688,1990,STW,20,Chittagong,Chandpur,Chandpur Sadar,Baghadi,Baghadi,641,0.04,0.11,0.158,108,0.008,0.02,0.008,11.1,9.1,0.003,43.6,0.373,75.1,0.8,13.3,0.5,0.54,0.006,0.01
S98_02595,23.553,91.128,1982,STW,35,Chittagong,Comilla,Burichang,Purba Burichang,Burba Burichang,9,0.04,0.13,0.005,1.23,0.008,0.02,0.008,0.036,0.3,0.003,0.64,0.041,95.3,1,14.9,0.7,0.0081,0.013,0.016
S98_02596,23.702,91.047,1998,STW,30,Chittagong,Comilla,Debidwar,U. Barashalghar,I. Barashalghar,127,0.04,0.04,0.011,25.6,0.008,0.02,0.008,4.46,6,0.003,29.4,0.256,17.5,0.7,20.1,0.3,0.195,0.006,0.012
S98_02597,23.225,91.317,1995,STW,30,Chittagong,Comilla,Chauddagram,Chauddagram,Bhauddagram,6,0.04,0.01,0.031,7.15,0.008,0.02,0.008,0.357,2.7,0.01,2.12,0.009,7.47,0.2,26.1,0.2,0.0657,0.006,0.011
S98_02598,23.682,90.784,1985,STW,25,Chittagong,Comilla,Homna,Uttar Homna,Httar homna,73,0.04,0.02,0.056,40.4,0.008,0.02,0.008,3.1,3.4,0.003,19.4,1.79,21.6,0.7,16.1,18.3,0.163,0.006,0.032
S98_02599,23.235,91.117,1994,DTW,98,Chittagong,Comilla,Laksam,Paurashava W02,Paurashava W02,98,0.04,0.07,0.013,30.9,0.008,0.02,0.008,0.487,9.6,0.003,48,0.255,63.2,0.8,15.9,3.9,0.24,0.006,0.008
S98_02600,23.425,91.134,1996,Tara,49,Chittagong,Comilla,Comilla Sadar,Bijoypur,Sijoypur,6,0.04,0.01,0.003,5.35,0.008,0.02,0.008,0.053,1.2,0.003,1.97,0.012,8.54,0.2,24.8,0.8,0.0525,0.006,0.038
S98_02601,23.34,90.89,1979,DTW,98,Chittagong,Chandpur,Kachua (C),Kadla,Koa,30,0.04,0.11,0.143,56.5,0.008,0.02,0.008,5.82,5.5,0.007,31,0.16,282,0.9,20.8,0.5,0.433,0.006,0.072
S98_02602,23.432,90.604,1981,STW,25,Chittagong,Chandpur,Matlab,Sangarchar,Sikirchar,391,0.04,0.05,0.189,159,0.008,0.02,0.008,14.4,8,0.003,47.9,1.37,46.8,11.2,12.5,0.5,0.603,0.006,0.014
S98_02603,23.136,90.746,1998,DTW,251,Chittagong,Chandpur,Faridganj,Uttar Faridganj,Faridganj,6,0.04,0.04,0.04,28.1,0.008,0.02,0.008,0.586,3.9,0.003,17.7,0.051,30.8,0.2,25.7,0.6,0.223,0.006,0.038
S98_02604,23.097,90.86,1997,DTW,282,Chittagong,Lakshmipur,Ramganj,Sonapur,Angarpara,6,0.04,0.03,0.124,38.6,0.008,0.02,0.008,3.18,5.6,0.005,22.7,0.14,32.8,0.3,33.5,0.2,0.293,0.006,0.036
S98_02605,23.391,91.101,1990,STW,34,Chittagong,Comilla,Barura,Daks. Bhabanipur,Paks. Bhabanipur,6,0.04,0.05,0.018,16.4,0.008,0.02,0.008,0.164,2.2,0.003,11.6,1.57,35,0.3,18.4,0.4,0.183,0.006,0.009
S98_02606,23.25,90.878,1984,DTW,98,Chittagong,Chandpur,Hajiganj,Paurashava W03,Kangais,194,0.04,0.36,0.049,43.2,0.008,0.02,0.008,1.49,15.4,0.006,67.9,0.118,574,4,15.9,0.6,0.473,0.006,0.009
S98_02607,23.086,90.644,1998,DTW,221,Chittagong,Chandpur,Haimchar,Nilkamal,Char Saladi,6,0.04,0.08,0.247,82.2,0.008,0.02,0.008,13.3,13.5,0.007,52.4,1.04,178,0.5,22,4.1,0.627,0.006,0.061
S98_02608,22.651,90.92,1997,DTW,308,Chittagong,Lakshmipur,Ramgati,Char Alexander,Char Alexander,6,0.04,0.05,0.202,63.6,0.008,0.02,0.008,4.27,5.2,0.009,37.4,0.128,52.8,0.3,27.3,0.2,0.435,0.006,0.014
S98_02609,23.031,90.694,1997,STW,14,Chittagong,Lakshmipur,Raipur (L),Char Ababil,Pangashia,375,0.05,0.21,0.251,189,0.008,0.02,0.008,8.07,11.8,0.004,102,1.33,124,1.3,14.8,0.4,0.85,0.008,0.008
S98_02610,22.381,90.686,1993,DTW,330,Barisal,Bhola,Lalmohan,Badarpur,Badarpur,6,0.05,0.2,0.026,18.9,0.008,0.02,0.008,0.068,3.6,0.005,8.14,0.021,124,0.2,10.3,0.2,0.21,0.006,0.008
S98_02611,22.829,91.094,1995,STW,14,Chittagong,Noakhali,Noakhali Sadar,Binodpur,Pas.badaripur,143,0.04,0.81,0.017,18.4,0.008,0.02,0.008,1.13,8.8,0.004,20.5,0.162,412,4,14.3,0.6,0.164,0.006,0.009
S98_02612,23.191,90.958,1985,STW,23,Chittagong,Chandpur,Shahrasti,Uttar Suchipara,Suchipara,233,0.04,0.21,0.02,20.3,0.008,0.02,0.008,1.14,11.4,0.003,31.6,0.085,165,3.4,17.6,0.5,0.195,0.006,0.009
S98_02613,22.87,91.276,1995,STW,9,Chittagong,Noakhali,Companiganj (N),Char kakra,Charkakra,33,0.04,0.26,0.015,44.5,0.008,0.02,0.008,0.38,20.3,0.007,79.9,0.978,95,0.5,14.2,44.3,0.441,0.006,0.013
S98_02614,23.039,91.52,1988,DTW,244,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Pa.chhagalnaiya,13,0.04,0.06,0.148,17.6,0.008,0.16,0.008,0.702,2.2,0.003,13.6,0.344,77.9,0.4,11,0.2,0.207,0.006,0.062
S98_02615,22.413,90.851,1979,DTW,285,Barisal,Bhola,Tazumuddin,Chandpur,Shashiganj,6,0.04,0.14,0.122,45.4,0.008,0.02,0.008,0.582,9.5,0.004,36.1,0.082,98.8,0.4,15.4,0.2,0.475,0.006,0.009
S98_02616,22.945,91.06,1992,STW,14,Chittagong,Noakhali,Begumganj,Jirtali,Jirtali,66,0.04,0.42,0.006,6.33,0.008,0.02,0.008,0.151,7.6,0.004,6.65,0.106,192,0.9,13.4,1.4,0.0572,0.006,0.01
S98_02617,23.061,90.969,1984,STW,14,Chittagong,Noakhali,Chatkhil,Chatkhil,Chatkhil,71,0.04,0.09,0.011,31.9,0.008,0.02,0.008,0.229,13.2,0.004,45.4,0.804,22,0.5,15.1,3.2,0.236,0.006,0.008
S98_02618,22.879,91.235,1986,DTW,292,Chittagong,Noakhali,Senbagh,Kadra,Kadra,6,0.04,0.03,0.098,34.5,0.008,0.02,0.008,2.5,4.2,0.007,24.4,0.152,56.7,0.2,27.9,0.6,0.249,0.006,0.106
S98_02619,23.029,91.404,1992,STW,18,Chittagong,Feni,Feni Sadar,Dharmapur,Sultanpur,16,0.04,0.11,0.12,19.7,0.008,0.02,0.008,0.405,6.4,0.004,24.9,1.16,108,0.5,11.8,0.2,0.226,0.006,0.008
S98_02620,23.188,91.435,1985,STW,22,Chittagong,Feni,Parshuram,Chithalia,Chithalia,22,0.04,0.02,0.07,7.84,0.008,0.02,0.008,21,1.7,0.003,5.94,1.18,15.5,1.1,15.7,0.2,0.0789,0.006,0.031
S98_02621,22.958,91.289,1980,STW,15,Chittagong,Feni,Daganbhuiyan,Purba chandrapur,Purba chandrapur,98,0.04,0.1,0.013,28.3,0.008,0.02,0.008,1.08,15.2,0.003,42.7,0.48,16.9,0.7,15.2,1.1,0.249,0.006,0.033
S98_02622,21.971,91.955,1996,DTW,203,Chittagong,Chittagong,Banshkhali,Chambal,Pas.chambal,6,0.04,0.02,0.034,6.78,0.008,0.02,0.008,6.6,3.1,0.011,5.08,0.362,25.2,0.4,25.5,0.2,0.0831,0.006,0.013
S98_02623,22.343,91.804,1970,DTW,184,Chittagong,Chittagong,Double Mooring,SMA W24,Mansurabad,6,24.2,0.05,0.014,24.7,0.008,0.02,0.008,0.213,2.4,0.003,6.84,0.044,50.2,0.3,14,9,0.122,0.006,0.026
S98_02624,22.349,91.837,1997,STW,52,Chittagong,Chittagong,Kotwali (C),SMA W25,Dewan bazar,6,0.04,0.02,0.015,11.7,0.008,0.02,0.008,20,2.2,0.008,5.44,0.849,15.1,0.2,22,13.2,0.114,0.006,1.42
S98_02625,23.067,91.4353,1995,STW,33,Chittagong,Feni,Fulgazi,Anandapur,Hasanpur,6,0.04,0.26,0.013,7.21,0.008,0.02,0.008,2.4,12.3,0.003,16.6,0.04,158,1.5,13.7,0.3,0.119,0.006,0.011
S98_02626,22.936,91.376,1994,STW,20,Chittagong,Feni,Sonagazi,Char majlishpur,Bishnupur,166,0.04,0.26,0.009,17.8,0.008,0.02,0.008,0.361,13.3,0.004,36.3,0.124,184,2.7,14.6,0.3,0.216,0.006,0.011
S98_02627,22.228,91.902,1988,STW,44,Chittagong,Chittagong,Anowara,Anowara,Anowara,8,1.07,1.51,0.019,44.5,0.008,0.41,0.023,0.58,86.4,0.01,93.6,0.201,322,9.9,30.8,1.5,0.586,0.006,0.207
S98_02628,22.361,91.804,1980,STW,52,Chittagong,Chittagong,Pahartali,SMA W23,Wireless colony,6,0.04,0.03,0.01,34.8,0.008,0.02,0.008,0.168,2.4,0.003,9.33,0.256,30.9,0.7,15.6,0.9,0.223,0.006,0.02
